Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter,Profit_Margin_%
Amazon,1185732,2021-10-12,Northeast,Vermont,Burlington,Men's Apparel,55.0,58.0,319.0,118.0,Outlet,2021,10,4,36.990595611285265
Foot Locker,1128299,2021-04-10,West,Hawaii,Honolulu,Women's Apparel,66.0,94.0,620.0,310.0,Online,2021,4,2,50.0
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Street Footwear,50.0,470.0,23500.0,9400.0,In-store,2021,5,2,40.0
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,15.0,425.0,6375.0,2550.0,Online,2021,3,1,40.0
Kohl's,1197831,2021-09-12,Midwest,Kansas,Wichita,Women's Street Footwear,15.0,250.0,3750.0,1313.0,Online,2021,9,3,35.013333333333335
Foot Locker,1185732,2021-02-06,Midwest,Iowa,Des Moines,Men's Apparel,40.0,150.0,6000.0,3000.0,In-store,2021,2,1,50.0
Kohl's,1189833,2021-02-18,Midwest,Montana,Billings,Men's Apparel,50.0,100.0,500.0,365.0,Online,2021,2,1,73.0
Amazon,1185732,2021-10-13,South,Alabama,Birmingham,Men's Athletic Footwear,40.0,250.0,10000.0,3500.0,Outlet,2021,10,4,35.0
West Gear,1128299,2021-01-28,West,California,San Francisco,Men's Apparel,65.0,725.0,47125.0,21206.0,Outlet,2021,1,1,44.99946949602122
Amazon,1185732,2021-07-09,Midwest,Ohio,Columbus,Men's Apparel,59.0,154.0,909.0,418.0,Online,2021,7,3,45.984598459845984
Foot Locker,1185732,2021-05-24,South,Tennessee,Knoxville,Women's Athletic Footwear,22.0,23.0,51.0,22.0,Outlet,2021,5,2,43.13725490196079
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Apparel,30.0,475.0,14250.0,7125.0,Online,2021,4,2,50.0
Sports Direct,1197831,2021-08-31,South,Alabama,Birmingham,Men's Street Footwear,43.0,203.0,873.0,480.0,Online,2021,8,3,54.98281786941581
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Men's Street Footwear,50.0,675.0,33750.0,13500.0,Online,2021,6,2,40.0
Kohl's,1128299,2021-09-27,West,New Mexico,Albuquerque,Women's Street Footwear,50.0,475.0,23750.0,8313.0,Online,2021,9,3,35.002105263157894
Sports Direct,1197831,2021-08-22,South,Alabama,Birmingham,Women's Athletic Footwear,18.0,113.0,203.0,134.0,Online,2021,8,3,66.00985221674877
Kohl's,1185732,2021-07-10,West,Wyoming,Cheyenne,Men's Street Footwear,50.0,875.0,43750.0,21875.0,In-store,2021,7,3,50.0
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Men's Athletic Footwear,30.0,550.0,16500.0,5775.0,In-store,2021,7,3,35.0
West Gear,1128299,2021-09-18,South,Louisiana,New Orleans,Women's Apparel,40.0,300.0,12000.0,4200.0,Online,2021,9,3,35.0
Sports Direct,1197831,2021-09-15,South,Alabama,Birmingham,Women's Athletic Footwear,50.0,425.0,21250.0,12750.0,Outlet,2021,9,3,60.0
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Women's Apparel,60.0,450.0,27000.0,10800.0,In-store,2021,6,2,40.0
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Men's Street Footwear,30.0,187.0,561.0,230.0,Outlet,2021,3,1,40.998217468805706
Sports Direct,1128299,2021-06-13,Southeast,Georgia,Atlanta,Women's Apparel,70.0,575.0,40250.0,10063.0,Online,2021,6,2,25.001242236024844
Foot Locker,1185732,2021-05-13,Northeast,Delaware,Wilmington,Men's Apparel,50.0,74.0,370.0,155.0,Online,2021,5,2,41.891891891891895
Foot Locker,1197831,2021-02-04,West,Idaho,Boise,Men's Apparel,39.0,70.0,273.0,96.0,Online,2021,2,1,35.16483516483517
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.0,91.0,228.0,114.0,Online,2021,2,1,50.0
Foot Locker,1185732,2021-02-18,Midwest,Michigan,Detroit,Men's Athletic Footwear,28.0,94.0,263.0,129.0,Online,2021,2,1,49.049429657794676
Foot Locker,1185732,2021-09-06,Northeast,Rhode Island,Providence,Men's Apparel,50.0,100.0,5000.0,1500.0,In-store,2021,9,3,30.0
Sports Direct,1185732,2021-02-17,Southeast,Virginia,Richmond,Men's Athletic Footwear,27.0,153.0,413.0,186.0,Outlet,2021,2,1,45.036319612590795
Foot Locker,1185732,2021-10-06,Midwest,Iowa,Des Moines,Women's Street Footwear,34.0,39.0,133.0,54.0,Online,2021,10,4,40.6015037593985
Foot Locker,1185732,2021-07-21,Midwest,Illinois,Chicago,Women's Athletic Footwear,36.0,44.0,158.0,84.0,Online,2021,7,3,53.16455696202531
Foot Locker,1128299,2021-12-12,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40.0,143.0,572.0,246.0,Outlet,2021,12,4,43.00699300699301
Foot Locker,1185732,2021-07-16,Midwest,Illinois,Chicago,Men's Apparel,50.0,200.0,10000.0,3500.0,Outlet,2021,7,3,35.0
Sports Direct,1197831,2021-04-12,South,Tennessee,Knoxville,Women's Athletic Footwear,40.0,600.0,24000.0,12000.0,Outlet,2021,4,2,50.0
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,62.0,143.0,887.0,532.0,Online,2021,12,4,59.97745208568207
Walmart,1128299,2021-11-10,West,Hawaii,Honolulu,Women's Apparel,82.0,140.0,1148.0,597.0,Online,2021,11,4,52.00348432055749
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,49.0,88.0,431.0,194.0,Online,2021,1,1,45.011600928074245
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,32.0,38.0,122.0,57.0,Online,2021,10,4,46.72131147540984
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Apparel,50.0,125.0,6250.0,1875.0,In-store,2021,5,2,30.0
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,90.0,600.0,54000.0,24300.0,In-store,2021,11,4,45.0
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,23.0,109.0,251.0,98.0,Outlet,2021,8,3,39.04382470119522
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,7.0,111.0,78.0,36.0,Outlet,2021,9,3,46.15384615384615
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Street Footwear,48.0,105.0,504.0,232.0,Online,2021,8,3,46.03174603174603
Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,20.0,500.0,10000.0,4000.0,Outlet,2021,3,1,40.0
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Apparel,40.0,225.0,9000.0,3600.0,In-store,2021,9,3,40.0
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Apparel,43.0,132.0,568.0,182.0,Outlet,2021,9,3,32.04225352112676
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,69.0,188.0,1297.0,791.0,Online,2021,1,1,60.98689282960679
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Street Footwear,24.0,167.0,401.0,216.0,Online,2021,1,1,53.86533665835411
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Men's Apparel,50.0,225.0,11250.0,3938.0,Online,2021,8,3,35.004444444444445
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,37.0,140.0,518.0,238.0,Outlet,2021,11,4,45.94594594594595
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,32.0,116.0,371.0,212.0,Online,2021,8,3,57.14285714285714
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,51.0,182.0,928.0,464.0,Online,2021,7,3,50.0
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,103.0,218.0,2245.0,1257.0,Online,2021,6,2,55.99109131403118
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,41.0,116.0,476.0,262.0,Online,2021,2,1,55.04201680672269
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Apparel,35.0,225.0,7875.0,2756.0,In-store,2021,10,4,34.9968253968254
Amazon,1185732,2021-11-08,Northeast,Maine,Portland,Women's Athletic Footwear,45.0,125.0,5625.0,1688.0,Outlet,2021,11,4,30.00888888888889
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Apparel,65.0,625.0,40625.0,20313.0,Online,2021,6,2,50.001230769230766
Foot Locker,1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,53.0,58.0,307.0,166.0,Online,2021,12,4,54.071661237785015
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,25.0,525.0,13125.0,5250.0,Online,2021,4,2,40.0
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,13.0,102.0,133.0,62.0,Outlet,2021,1,1,46.616541353383454
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Athletic Footwear,50.0,400.0,20000.0,7000.0,In-store,2021,6,2,35.0
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,30.0,50.0,1500.0,525.0,In-store,2021,4,2,35.0
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,32.0,80.0,256.0,133.0,Online,2021,10,4,51.953125
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,24.0,182.0,437.0,166.0,Online,2021,4,2,37.986270022883296
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Apparel,53.0,68.0,360.0,141.0,Online,2021,7,3,39.166666666666664
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,50.0,475.0,23750.0,9500.0,Outlet,2021,4,2,40.0
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,29.0,90.0,261.0,110.0,Outlet,2021,5,2,42.1455938697318
Sports Direct,1197831,2021-08-14,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.0,525.0,18375.0,7350.0,Outlet,2021,8,3,40.0
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,54.0,36.0,194.0,87.0,Online,2021,10,4,44.84536082474227
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,37.0,149.0,551.0,221.0,Outlet,2021,10,4,40.10889292196007
Amazon,1185732,2021-11-13,Northeast,Maine,Portland,Women's Street Footwear,42.0,58.0,244.0,124.0,Online,2021,11,4,50.81967213114754
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40.0,150.0,6000.0,1800.0,Online,2021,4,2,30.0
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,55.0,675.0,37125.0,12994.0,Online,2021,7,3,35.0006734006734
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,17.0,203.0,345.0,145.0,Outlet,2021,3,1,42.028985507246375
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,41.0,68.0,279.0,153.0,Online,2021,1,1,54.83870967741935
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,60.0,325.0,19500.0,6825.0,In-store,2021,12,4,35.0
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,83.0,88.0,730.0,219.0,Online,2021,6,2,30.0
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,55.0,238.0,1309.0,602.0,Outlet,2021,12,4,45.98930481283423
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Street Footwear,12.0,98.0,118.0,55.0,Outlet,2021,2,1,46.61016949152542
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Street Footwear,28.0,165.0,462.0,236.0,Online,2021,3,1,51.082251082251084
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,51.0,84.0,428.0,227.0,Online,2021,11,4,53.0373831775701
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,75.0,375.0,28125.0,7031.0,Online,2021,10,4,24.999111111111112
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,60.0,250.0,15000.0,4500.0,Online,2021,5,2,30.0
Foot Locker,1185732,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,45.0,125.0,5625.0,1969.0,Outlet,2021,5,2,35.004444444444445
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,38.0,38.0,144.0,78.0,Online,2021,5,2,54.166666666666664
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,48.0,264.0,1267.0,279.0,Outlet,2021,4,2,22.020520915548538
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,51.0,75.0,383.0,210.0,Online,2021,9,3,54.83028720626631
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,56.0,137.0,767.0,376.0,Online,2021,5,2,49.02216427640156
Amazon,1185732,2021-11-17,Northeast,Maine,Portland,Men's Street Footwear,51.0,143.0,729.0,357.0,Online,2021,11,4,48.971193415637856
Foot Locker,1185732,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,32.0,119.0,381.0,190.0,Online,2021,5,2,49.86876640419948
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,37.0,140.0,518.0,218.0,Outlet,2021,8,3,42.084942084942085
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,44.0,176.0,774.0,503.0,Online,2021,1,1,64.98708010335918
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,55.0,100.0,5500.0,2200.0,In-store,2021,3,1,40.0
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273.0,1529.0,764.0,Online,2021,1,1,49.9672988881622
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,30.0,200.0,6000.0,2100.0,Online,2021,10,4,35.0
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,53.0,218.0,1155.0,705.0,Online,2021,11,4,61.038961038961034
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,50.0,133.0,665.0,326.0,Online,2021,12,4,49.02255639097744
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Street Footwear,65.0,525.0,34125.0,11944.0,Outlet,2021,9,3,35.0007326007326
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,46.0,162.0,745.0,388.0,Outlet,2021,12,4,52.080536912751676
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,40.0,300.0,12000.0,4200.0,In-store,2021,3,1,35.0
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Apparel,55.0,350.0,19250.0,7700.0,In-store,2021,8,3,40.0
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Street Footwear,42.0,87.0,365.0,164.0,Online,2021,6,2,44.93150684931507
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,59.0,45.0,266.0,122.0,Online,2021,11,4,45.86466165413533
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,50.0,250.0,12500.0,4375.0,In-store,2021,8,3,35.0
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,32.0,204.0,653.0,359.0,Outlet,2021,7,3,54.97702909647779
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Apparel,45.0,525.0,23625.0,12994.0,Online,2021,10,4,55.00105820105821
Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,55.0,325.0,17875.0,7150.0,In-store,2021,12,4,40.0
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,60.0,225.0,13500.0,4050.0,In-store,2021,12,4,30.0
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,44.0,201.0,884.0,327.0,Outlet,2021,12,4,36.990950226244344
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,35.0,500.0,17500.0,8750.0,Online,2021,9,3,50.0
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Apparel,39.0,108.0,421.0,181.0,Online,2021,1,1,42.99287410926366
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,50.0,195.0,9750.0,3413.0,Outlet,2021,8,3,35.00512820512821
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,44.0,99.0,436.0,157.0,Outlet,2021,11,4,36.00917431192661
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,60.0,125.0,7500.0,2625.0,Outlet,2021,7,3,35.0
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,44.0,85.0,374.0,191.0,Online,2021,5,2,51.06951871657755
Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,50.0,125.0,6250.0,2188.0,Outlet,2021,12,4,35.008
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Street Footwear,35.0,400.0,14000.0,5600.0,Online,2021,10,4,40.0
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,45.0,425.0,19125.0,7650.0,Outlet,2021,2,1,40.0
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,60.0,600.0,36000.0,9000.0,In-store,2021,10,4,25.0
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,44.0,131.0,576.0,259.0,Outlet,2021,12,4,44.96527777777778
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,14.0,72.0,101.0,50.0,Online,2021,3,1,49.504950495049506
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,62.0,326.0,2021.0,1152.0,Online,2021,8,3,57.0014844136566
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,50.0,425.0,21250.0,6375.0,Outlet,2021,1,1,30.0
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,60.0,155.0,930.0,428.0,Online,2021,12,4,46.02150537634409
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,48.0,145.0,696.0,313.0,Online,2021,5,2,44.9712643678161
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,55.0,72.0,396.0,186.0,Online,2021,5,2,46.96969696969697
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,25.0,175.0,4375.0,1750.0,In-store,2021,3,1,40.0
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,40.0,625.0,25000.0,10000.0,Online,2021,5,2,40.0
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,40.0,550.0,22000.0,7700.0,In-store,2021,8,3,35.0
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,69.0,182.0,1256.0,804.0,Online,2021,12,4,64.01273885350318
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Athletic Footwear,42.0,98.0,412.0,132.0,Online,2021,2,1,32.038834951456316
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,50.0,525.0,26250.0,13125.0,Online,2021,7,3,50.0
West Gear,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,71.0,81.0,575.0,305.0,Online,2021,10,4,53.04347826086957
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,25.0,675.0,16875.0,6750.0,Outlet,2021,3,1,40.0
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,41.0,84.0,344.0,169.0,Online,2021,7,3,49.127906976744185
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,44.0,70.0,308.0,148.0,Online,2021,5,2,48.05194805194805
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Street Footwear,20.0,475.0,9500.0,3800.0,Online,2021,3,1,40.0
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,50.0,210.0,1050.0,420.0,Online,2021,2,1,40.0
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,37.0,44.0,163.0,81.0,Online,2021,6,2,49.693251533742334
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,15.0,375.0,5625.0,2250.0,Online,2021,4,2,40.0
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Street Footwear,25.0,675.0,16875.0,6750.0,In-store,2021,1,1,40.0
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,40.0,85.0,340.0,143.0,Outlet,2021,8,3,42.05882352941177
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,35.0,975.0,34125.0,15356.0,Online,2021,4,2,44.9992673992674
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,50.0,900.0,45000.0,18000.0,Outlet,2021,5,2,40.0
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Street Footwear,50.0,350.0,17500.0,6125.0,In-store,2021,10,4,35.0
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Apparel,62.0,117.0,725.0,377.0,Online,2021,6,2,52.0
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,60.0,150.0,9000.0,3150.0,Online,2021,11,4,35.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,162.0,810.0,340.0,Outlet,2021,6,2,41.9753086419753
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,38.0,198.0,752.0,331.0,Outlet,2021,9,3,44.015957446808514
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,60.0,200.0,1200.0,564.0,Online,2021,1,1,47.0
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Apparel,70.0,400.0,28000.0,8400.0,Outlet,2021,5,2,30.0
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men's Apparel,55.0,225.0,12375.0,3713.0,In-store,2021,8,3,30.004040404040406
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,37.0,88.0,326.0,169.0,Online,2021,8,3,51.84049079754601
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,41.0,248.0,1017.0,397.0,Outlet,2021,7,3,39.03638151425762
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,34.0,203.0,690.0,421.0,Online,2021,1,1,61.01449275362319
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,43.0,113.0,486.0,316.0,Online,2021,11,4,65.02057613168725
Foot Locker,1185732,2021-07-22,Midwest,Nebraska,Omaha,Women's Street Footwear,29.0,25.0,73.0,34.0,Online,2021,7,3,46.57534246575342
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,24.0,87.0,209.0,94.0,Online,2021,1,1,44.97607655502392
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,50.0,200.0,10000.0,3000.0,In-store,2021,1,1,30.0
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,54.0,117.0,632.0,335.0,Online,2021,11,4,53.00632911392405
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,53.0,87.0,461.0,189.0,Online,2021,11,4,40.99783080260303
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,32.0,94.0,301.0,159.0,Online,2021,6,2,52.823920265780735
