Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,$49.00 ,88,431,$194 ,Online
West Gear,1185732,2021-10-10,Midwest,Indiana,Indianapolis,Women's Street Footwear,$32.00 ,38,122,$57 ,Online
West Gear,1185732,2021-05-20,Northeast,Maryland,Baltimore,Men's Apparel,$50.00 ,125,"6,250","$1,875 ",In-store
Walmart,1128299,2021-11-17,Southeast,Florida,Orlando,Women's Apparel,$90.00 ,600,"54,000","$24,300 ",In-store
West Gear,1185732,2021-08-11,West,Utah,Salt Lake City,Men's Apparel,$23.00 ,109,251,$98 ,Outlet
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Athletic Footwear,$7.00 ,111,78,$36 ,Outlet
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Street Footwear,$48.00 ,105,504,$232 ,Online
Sports Direct,1197831,2021-03-30,South,Tennessee,Knoxville,Women's Street Footwear,$20.00 ,500,"10,000","$4,000 ",Outlet
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Women's Apparel,$40.00 ,225,"9,000","$3,600 ",In-store
Foot Locker,1128299,2021-09-24,West,Arizona,Phoenix,Women's Apparel,$43.00 ,132,568,$182 ,Outlet
West Gear,1128299,2021-01-22,West,California,San Francisco,Men's Apparel,$69.00 ,188,"1,297",$791 ,Online
Amazon,1185732,2021-01-13,Southeast,North Carolina,Charlotte,Women's Street Footwear,$24.00 ,167,401,$216 ,Online
Amazon,1185732,2021-08-22,Southeast,Kentucky,Louisville,Men's Apparel,$50.00 ,225,"11,250","$3,938 ",Online
Sports Direct,1128299,2021-11-13,Southeast,Georgia,Atlanta,Women's Athletic Footwear,$37.00 ,140,518,$238 ,Outlet
Sports Direct,1197831,2021-08-26,South,Texas,Dallas,Women's Athletic Footwear,$32.00 ,116,371,$212 ,Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,$51.00 ,182,928,$464 ,Online
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Women's Apparel,$103.00 ,218,"2,245","$1,257 ",Online
Kohl's,1189833,2021-02-17,Midwest,Montana,Billings,Women's Athletic Footwear,$41.00 ,116,476,$262 ,Online
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Apparel,$35.00 ,225,"7,875","$2,756 ",In-store
Amazon,1185732,2021-11-08,Northeast,Maine,Portland,Women's Athletic Footwear,$45.00 ,125,"5,625","$1,688 ",Outlet
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Apparel,$65.00 ,625,"40,625","$20,313 ",Online
Foot Locker,1185732,2021-12-06,Northeast,Pennsylvania,Philadelphia,Women's Athletic Footwear,$53.00 ,58,307,$166 ,Online
West Gear,1197831,2021-04-20,South,Oklahoma,Oklahoma City,Men's Street Footwear,$25.00 ,525,"13,125","$5,250 ",Online
Sports Direct,1197831,2021-01-23,South,Mississippi,Jackson,Women's Athletic Footwear,$13.00 ,102,133,$62 ,Outlet
Foot Locker,1185732,2021-06-15,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$50.00 ,400,"20,000","$7,000 ",In-store
West Gear,1185732,2021-04-21,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$30.00 ,50,"1,500",$525 ,In-store
West Gear,1185732,2021-10-17,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$32.00 ,80,256,$133 ,Online
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Street Footwear,$24.00 ,182,437,$166 ,Online
Sports Direct,1185732,2021-07-13,Northeast,Massachusetts,Boston,Men's Apparel,$53.00 ,68,360,$141 ,Online
Sports Direct,1197831,2021-04-25,South,Tennessee,Knoxville,Men's Apparel,$50.00 ,475,"23,750","$9,500 ",Outlet
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Apparel,$29.00 ,90,261,$110 ,Outlet
Sports Direct,1197831,2021-08-14,Midwest,Illinois,Chicago,Women's Athletic Footwear,$35.00 ,525,"18,375","$7,350 ",Outlet
Foot Locker,1185732,2021-10-26,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$54.00 ,36,194,$87 ,Online
Sports Direct,1197831,2021-10-02,South,Texas,Dallas,Men's Apparel,$37.00 ,149,551,$221 ,Outlet
Amazon,1185732,2021-11-13,Northeast,Maine,Portland,Women's Street Footwear,$42.00 ,58,244,$124 ,Online
Foot Locker,1185732,2021-04-12,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$40.00 ,150,"6,000","$1,800 ",Online
Kohl's,1197831,2021-07-12,Midwest,Kansas,Wichita,Men's Street Footwear,$55.00 ,675,"37,125","$12,994 ",Online
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,$17.00 ,203,345,$145 ,Outlet
West Gear,1128299,2021-01-17,West,Oregon,Portland,Women's Athletic Footwear,$41.00 ,68,279,$153 ,Online
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Women's Athletic Footwear,$60.00 ,325,"19,500","$6,825 ",In-store
Foot Locker,1128299,2021-06-10,West,Hawaii,Honolulu,Men's Apparel,$83.00 ,88,730,$219 ,Online
West Gear,1197831,2021-12-19,South,Arkansas,Little Rock,Men's Street Footwear,$55.00 ,238,"1,309",$602 ,Outlet
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Women's Street Footwear,$12.00 ,98,118,$55 ,Outlet
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Street Footwear,$28.00 ,165,462,$236 ,Online
Kohl's,1185732,2021-11-14,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$51.00 ,84,428,$227 ,Online
Kohl's,1128299,2021-10-26,West,New Mexico,Albuquerque,Women's Apparel,$75.00 ,375,"28,125","$7,031 ",Online
Kohl's,1128299,2021-05-27,West,New Mexico,Albuquerque,Men's Apparel,$60.00 ,250,"15,000","$4,500 ",Online
Foot Locker,1185732,2021-05-25,Midwest,Nebraska,Omaha,Men's Apparel,$45.00 ,125,"5,625","$1,969 ",Outlet
Amazon,1185732,2021-05-23,Southeast,Kentucky,Louisville,Women's Athletic Footwear,$38.00 ,38,144,$78 ,Online
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,$48.00 ,264,"1,267",$279 ,Outlet
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Apparel,$51.00 ,75,383,$210 ,Online
West Gear,1185732,2021-05-08,Northeast,New York,Albany,Men's Apparel,$56.00 ,137,767,$376 ,Online
Amazon,1185732,2021-11-17,Northeast,Maine,Portland,Men's Street Footwear,$51.00 ,143,729,$357 ,Online
Foot Locker,1185732,2021-05-21,South,Tennessee,Knoxville,Men's Street Footwear,$32.00 ,119,381,$190 ,Online
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$37.00 ,140,518,$218 ,Outlet
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Women's Apparel,$44.00 ,176,774,$503 ,Online
Foot Locker,1128299,2021-03-23,Southeast,Virginia,Richmond,Men's Apparel,$55.00 ,100,"5,500","$2,200 ",In-store
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,$56.00 ,273,"1,529",$764 ,Online
West Gear,1197831,2021-10-21,South,Oklahoma,Oklahoma City,Men's Apparel,$30.00 ,200,"6,000","$2,100 ",Online
Kohl's,1185732,2021-11-11,West,Wyoming,Cheyenne,Men's Street Footwear,$53.00 ,218,"1,155",$705 ,Online
Foot Locker,1197831,2021-12-04,West,Idaho,Boise,Men's Apparel,$50.00 ,133,665,$326 ,Online
Amazon,1185732,2021-09-20,West,Alaska,Anchorage,Men's Street Footwear,$65.00 ,525,"34,125","$11,944 ",Outlet
Foot Locker,1185732,2021-12-09,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,$46.00 ,162,745,$388 ,Outlet
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Men's Apparel,$40.00 ,300,"12,000","$4,200 ",In-store
West Gear,1185732,2021-08-10,Midwest,Indiana,Indianapolis,Women's Apparel,$55.00 ,350,"19,250","$7,700 ",In-store
Sports Direct,1185732,2021-06-05,Northeast,Connecticut,Hartford,Women's Street Footwear,$42.00 ,87,365,$164 ,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$59.00 ,45,266,$122 ,Online
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,$50.00 ,250,"12,500","$4,375 ",In-store
West Gear,1185732,2021-07-10,West,Utah,Salt Lake City,Women's Apparel,$32.00 ,204,653,$359 ,Outlet
Sports Direct,1197831,2021-10-04,West,Idaho,Boise,Women's Apparel,$45.00 ,525,"23,625","$12,994 ",Online
Kohl's,1185732,2021-12-13,Northeast,Delaware,Wilmington,Women's Athletic Footwear,$55.00 ,325,"17,875","$7,150 ",In-store
Sports Direct,1185732,2021-12-06,Northeast,Rhode Island,Providence,Men's Apparel,$60.00 ,225,"13,500","$4,050 ",In-store
Sports Direct,1185732,2021-12-16,South,Mississippi,Jackson,Men's Athletic Footwear,$44.00 ,201,884,$327 ,Outlet
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,$35.00 ,500,"17,500","$8,750 ",Online
West Gear,1128299,2021-01-24,West,Utah,Salt Lake City,Women's Apparel,$39.00 ,108,421,$181 ,Online
Foot Locker,1185732,2021-08-01,Midwest,Illinois,Chicago,Women's Street Footwear,$50.00 ,195,"9,750","$3,413 ",Outlet
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,$44.00 ,99,436,$157 ,Outlet
Foot Locker,1185732,2021-07-28,Midwest,Illinois,Chicago,Men's Apparel,$60.00 ,125,"7,500","$2,625 ",Outlet
West Gear,1128299,2021-05-18,South,Louisiana,New Orleans,Women's Athletic Footwear,$44.00 ,85,374,$191 ,Online
Foot Locker,1185732,2021-12-17,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,$50.00 ,125,"6,250","$2,188 ",Outlet
West Gear,1128299,2021-10-17,South,Louisiana,New Orleans,Men's Street Footwear,$35.00 ,400,"14,000","$5,600 ",Online
Kohl's,1189833,2021-02-11,Midwest,Montana,Billings,Women's Athletic Footwear,$45.00 ,425,"19,125","$7,650 ",Outlet
Kohl's,1185732,2021-10-12,West,Wyoming,Cheyenne,Women's Apparel,$60.00 ,600,"36,000","$9,000 ",In-store
Kohl's,1197831,2021-12-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,$44.00 ,131,576,$259 ,Outlet
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,$14.00 ,72,101,$50 ,Online
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Men's Street Footwear,$62.00 ,326,"2,021","$1,152 ",Online
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Women's Street Footwear,$50.00 ,425,"21,250","$6,375 ",Outlet
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Men's Apparel,$60.00 ,155,930,$428 ,Online
West Gear,1128299,2021-05-25,West,Oregon,Portland,Men's Street Footwear,$48.00 ,145,696,$313 ,Online
Amazon,1185732,2021-05-10,Northeast,Vermont,Burlington,Men's Apparel,$55.00 ,72,396,$186 ,Online
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Women's Athletic Footwear,$25.00 ,175,"4,375","$1,750 ",In-store
Sports Direct,1185732,2021-05-02,Southeast,North Carolina,Charlotte,Women's Street Footwear,$40.00 ,625,"25,000","$10,000 ",Online
Kohl's,1185732,2021-08-11,West,Wyoming,Cheyenne,Women's Street Footwear,$40.00 ,550,"22,000","$7,700 ",In-store
Kohl's,1185732,2021-12-08,Northeast,New York,Albany,Women's Apparel,$69.00 ,182,"1,256",$804 ,Online
Foot Locker,1128299,2021-02-10,West,Alaska,Anchorage,Men's Athletic Footwear,$42.00 ,98,412,$132 ,Online
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Athletic Footwear,$50.00 ,525,"26,250","$13,125 ",Online
West Gear,1185732,2021-10-12,Northeast,Vermont,Burlington,Women's Apparel,$71.00 ,81,575,$305 ,Online
Sports Direct,1197831,2021-03-29,South,Tennessee,Knoxville,Men's Athletic Footwear,$25.00 ,675,"16,875","$6,750 ",Outlet
Foot Locker,1185732,2021-07-19,Midwest,Illinois,Chicago,Men's Athletic Footwear,$41.00 ,84,344,$169 ,Online
Foot Locker,1185732,2021-05-19,Midwest,Missouri,St. Louis,Men's Apparel,$44.00 ,70,308,$148 ,Online
Amazon,1185732,2021-03-09,Midwest,Ohio,Columbus,Women's Street Footwear,$20.00 ,475,"9,500","$3,800 ",Online
West Gear,1128299,2021-02-07,West,California,San Francisco,Women's Street Footwear,$50.00 ,210,"1,050",$420 ,Online
Foot Locker,1185732,2021-06-22,Northeast,Maryland,Baltimore,Women's Athletic Footwear,$37.00 ,44,163,$81 ,Online
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,$15.00 ,375,"5,625","$2,250 ",Online
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Men's Street Footwear,$25.00 ,675,"16,875","$6,750 ",In-store
Amazon,1185732,2021-08-11,Northeast,Vermont,Burlington,Women's Athletic Footwear,$40.00 ,85,340,$143 ,Outlet
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,$35.00 ,975,"34,125","$15,356 ",Online
Kohl's,1189833,2021-05-25,West,California,Los Angeles,Men's Street Footwear,$50.00 ,900,"45,000","$18,000 ",Outlet
West Gear,1128299,2021-10-24,West,Oregon,Portland,Women's Street Footwear,$50.00 ,350,"17,500","$6,125 ",In-store
Amazon,1185732,2021-06-12,Northeast,Vermont,Burlington,Women's Apparel,$62.00 ,117,725,$377 ,Online
Sports Direct,1185732,2021-11-12,Midwest,South Dakota,Sioux Falls,Men's Apparel,$60.00 ,150,"9,000","$3,150 ",Online
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Apparel,$50.00 ,162,810,$340 ,Outlet
Sports Direct,1128299,2021-09-14,Southeast,Georgia,Atlanta,Men's Athletic Footwear,$38.00 ,198,752,$331 ,Outlet
West Gear,1128299,2021-01-20,West,California,San Francisco,Women's Street Footwear,$60.00 ,200,"1,200",$564 ,Online
Amazon,1185732,2021-05-20,West,Alaska,Anchorage,Women's Apparel,$70.00 ,400,"28,000","$8,400 ",Outlet
Foot Locker,1185732,2021-08-14,Northeast,Delaware,Wilmington,Men's Apparel,$55.00 ,225,"12,375","$3,713 ",In-store
West Gear,1197831,2021-08-20,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,$37.00 ,88,326,$169 ,Online
Kohl's,1128299,2021-07-25,West,New Mexico,Albuquerque,Men's Street Footwear,$41.00 ,248,"1,017",$397 ,Outlet
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Street Footwear,$34.00 ,203,690,$421 ,Online
West Gear,1185732,2021-11-11,West,Utah,Salt Lake City,Women's Apparel,$43.00 ,113,486,$316 ,Online
Foot Locker,1185732,2021-07-22,Midwest,Nebraska,Omaha,Women's Street Footwear,$29.00 ,25,73,$34 ,Online
West Gear,1185732,2021-01-10,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,$24.00 ,87,209,$94 ,Online
Sports Direct,1185732,2021-01-07,Northeast,New Jersey,Newark,Men's Apparel,$50.00 ,200,"10,000","$3,000 ",In-store
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Athletic Footwear,$54.00 ,117,632,$335 ,Online
Foot Locker,1128299,2021-11-23,West,Arizona,Phoenix,Men's Apparel,$53.00 ,87,461,$189 ,Online
West Gear,1185732,2021-06-10,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$32.00 ,94,301,$159 ,Online
West Gear,1197831,2021-11-20,South,Arkansas,Little Rock,Women's Street Footwear,$23.00 ,90,207,$106 ,Online
Sports Direct,1128299,2021-03-12,Southeast,Georgia,Atlanta,Women's Apparel,$40.00 ,112,448,$130 ,Outlet
Foot Locker,1185732,2021-11-25,Northeast,Pennsylvania,Philadelphia,Men's Apparel,$65.00 ,150,"9,750","$3,413 ",Outlet
Walmart,1128299,2021-09-18,Southeast,Florida,Orlando,Women's Street Footwear,$54.00 ,75,405,$182 ,Online
Foot Locker,1185732,2021-11-20,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$51.00 ,78,398,$147 ,Outlet
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Men's Street Footwear,$32.00 ,174,557,$284 ,Online
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,$44.00 ,99,436,$192 ,Outlet
Walmart,1128299,2021-10-17,Southeast,Florida,Orlando,Men's Street Footwear,$39.00 ,140,546,$202 ,Outlet
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Street Footwear,$36.00 ,133,479,$239 ,Online
West Gear,1128299,2021-08-17,South,Louisiana,New Orleans,Women's Apparel,$46.00 ,102,469,$178 ,Outlet
West Gear,1185732,2021-07-16,Northeast,West Virginia,Charleston,Men's Apparel,$60.00 ,300,"18,000","$7,200 ",In-store
Kohl's,1197831,2021-03-12,Midwest,Kansas,Wichita,Men's Street Footwear,$20.00 ,545,"10,900","$3,815 ",Online
Kohl's,1197831,2021-05-12,Midwest,Kansas,Wichita,Women's Apparel,$42.00 ,94,395,$178 ,Online
Foot Locker,1128299,2021-10-24,Southeast,Virginia,Richmond,Women's Athletic Footwear,$45.00 ,325,"14,625","$5,119 ",In-store
West Gear,1185732,2021-09-12,West,Utah,Salt Lake City,Women's Street Footwear,$7.00 ,105,74,$31 ,Outlet
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Street Footwear,$30.00 ,158,474,$218 ,Outlet
Amazon,1185732,2021-11-13,Northeast,Maine,Portland,Women's Street Footwear,$45.00 ,200,"9,000","$3,600 ",Outlet
Foot Locker,1185732,2021-04-14,Northeast,Delaware,Wilmington,Women's Apparel,$38.00 ,78,296,$160 ,Online
Amazon,1185732,2021-11-21,Northeast,Maine,Portland,Men's Apparel,$53.00 ,60,318,$121 ,Online
West Gear,1128299,2021-04-24,West,Oregon,Portland,Men's Street Footwear,$51.00 ,124,632,$291 ,Online
Sports Direct,1197831,2021-09-27,South,Alabama,Birmingham,Women's Athletic Footwear,$26.00 ,98,255,$171 ,Outlet
Sports Direct,1197831,2021-08-24,South,Texas,Dallas,Men's Athletic Footwear,$39.00 ,169,659,$330 ,Online
West Gear,1185732,2021-03-10,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,75,150,$63 ,Outlet
Foot Locker,1185732,2021-04-07,Northeast,Rhode Island,Providence,Men's Street Footwear,$32.00 ,111,355,$174 ,Online
Sports Direct,1128299,2021-02-17,Southeast,Florida,Orlando,Women's Athletic Footwear,$36.00 ,94,338,$125 ,Outlet
Foot Locker,1128299,2021-01-10,West,Alaska,Anchorage,Men's Apparel,$50.00 ,175,"8,750","$1,313 ",Outlet
West Gear,1185732,2021-10-10,Northeast,New York,Albany,Men's Apparel,$60.00 ,500,"30,000","$10,500 ",In-store
Sports Direct,1185732,2021-01-19,Southeast,Virginia,Richmond,Men's Athletic Footwear,$35.00 ,550,"19,250","$7,700 ",In-store
Foot Locker,1185732,2021-12-26,Northeast,Pennsylvania,Philadelphia,Women's Apparel,$71.00 ,65,462,$203 ,Online
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,$70.00 ,925,"64,750","$12,950 ",Outlet
West Gear,1185732,2021-03-08,Northeast,New York,Albany,Women's Athletic Footwear,$39.00 ,106,413,$169 ,Online
Amazon,1185732,2021-12-10,Northeast,Vermont,Burlington,Men's Athletic Footwear,$41.00 ,132,541,$276 ,Outlet
Sports Direct,1185732,2021-05-15,Midwest,Michigan,Detroit,Women's Street Footwear,$45.00 ,475,"21,375","$6,413 ",In-store
Foot Locker,1185732,2021-10-15,Northeast,Delaware,Wilmington,Men's Athletic Footwear,$51.00 ,90,459,$211 ,Online
Amazon,1185732,2021-10-25,Northeast,Maine,Portland,Men's Athletic Footwear,$39.00 ,46,179,$88 ,Online
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Apparel,$17.00 ,136,231,$125 ,Outlet
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Apparel,$60.00 ,425,"25,500","$8,925 ",Online
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Women's Athletic Footwear,$39.00 ,210,819,$328 ,Online
Foot Locker,1185732,2021-07-11,Midwest,South Dakota,Sioux Falls,Women's Apparel,$55.00 ,375,"20,625","$8,250 ",Online
West Gear,1185732,2021-01-11,Midwest,Missouri,St. Louis,Women's Street Footwear,$14.00 ,143,200,$94 ,Online
Walmart,1128299,2021-07-16,Southeast,Florida,Orlando,Women's Athletic Footwear,$82.00 ,180,"1,476",$635 ,Online
Sports Direct,1197831,2021-09-21,South,Alabama,Birmingham,Women's Athletic Footwear,$44.00 ,105,462,$305 ,Outlet
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Athletic Footwear,$20.00 ,400,"8,000","$2,800 ",In-store
West Gear,1197831,2021-06-21,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$35.00 ,350,"12,250","$4,288 ",Online
Kohl's,1185732,2021-05-10,West,Wyoming,Cheyenne,Women's Athletic Footwear,$40.00 ,450,"18,000","$6,300 ",In-store
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Women's Apparel,$39.00 ,209,815,$514 ,Online
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Women's Athletic Footwear,$41.00 ,116,476,$257 ,Online
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,$48.00 ,203,974,$448 ,Outlet
West Gear,1128299,2021-11-17,South,Louisiana,New Orleans,Women's Athletic Footwear,$40.00 ,155,620,$285 ,Outlet
West Gear,1185732,2021-01-17,Midwest,Indiana,Indianapolis,Women's Apparel,$34.00 ,75,255,$128 ,Online
Kohl's,1197831,2021-02-14,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,$25.00 ,250,"6,250","$2,188 ",Online
Foot Locker,1185732,2021-05-13,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,$45.00 ,60,270,$122 ,Online
Sports Direct,1197831,2021-10-15,South,Texas,Dallas,Women's Apparel,$51.00 ,236,"1,204",$734 ,Outlet
Sports Direct,1185732,2021-09-10,Midwest,North Dakota,Fargo,Men's Apparel,$36.00 ,42,151,$74 ,Online
Foot Locker,1185732,2021-10-18,Midwest,Missouri,St. Louis,Men's Street Footwear,$35.00 ,525,"18,375","$7,350 ",In-store
West Gear,1185732,2021-03-02,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,$19.00 ,141,268,$110 ,Online
Kohl's,1128299,2021-03-25,West,New Mexico,Albuquerque,Women's Street Footwear,$44.00 ,124,546,$207 ,Outlet
Foot Locker,1185732,2021-12-03,Northeast,Connecticut,Hartford,Women's Street Footwear,$50.00 ,88,440,$198 ,Online
West Gear,1128299,2021-03-23,West,Oregon,Portland,Women's Athletic Footwear,$49.00 ,65,319,$153 ,Online
Sports Direct,1128299,2021-01-17,West,Hawaii,Honolulu,Men's Street Footwear,$40.00 ,425,"17,000","$5,100 ",Outlet
Sports Direct,1197831,2021-04-05,South,Tennessee,Knoxville,Women's Street Footwear,$19.00 ,180,342,$185 ,Online
Kohl's,1185732,2021-03-10,West,Wyoming,Cheyenne,Men's Street Footwear,$40.00 ,820,"32,800","$16,400 ",In-store
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Apparel,$62.00 ,195,"1,209",$544 ,Online
Sports Direct,1128299,2021-01-13,West,New Mexico,Albuquerque,Men's Apparel,$45.00 ,250,"11,250","$3,938 ",Online
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Apparel,$58.00 ,60,348,$157 ,Online
